"Gene","logFC","AveExpr","P.Value","adj.P.Val"
"LOC100129434",0.287,6.389,0.379,0.713
"RNF122",0.133,10.668,0.379,0.713
"FMR1NB",-0.147,3.169,0.379,0.713
"BAIAP2L1",0.117,3.252,0.379,0.713
"LOC100129754",0.336,4.874,0.379,0.713
"WDR8",0.105,10.366,0.379,0.713
"COMMD3",-0.115,12.887,0.379,0.713
"CNOT6L",-0.089,10.817,0.379,0.713
"MME",-0.458,4.284,0.379,0.713
"FAM176B",-0.152,10.142,0.379,0.713
"CCT6A",0.077,12.524,0.379,0.714
"LOC729332",0.43,4.971,0.379,0.714
"CD7",-0.151,8.853,0.379,0.714
"FYB",-0.096,14.147,0.379,0.714
"KCNN4",-0.233,12.115,0.379,0.714
"ZKSCAN4",0.17,6.991,0.379,0.714
"DULLARD",-0.062,10.596,0.38,0.714
"RBAK",0.286,6.695,0.38,0.714
"LRRC16B",-0.251,6.382,0.38,0.714
"HPCAL4",0.335,3.813,0.38,0.714
"PTPN6",-0.091,12.635,0.38,0.714
"RPP40",-0.069,9.36,0.38,0.714
"ACOT7",-0.128,9.451,0.38,0.714
"FKBP4",0.097,9.813,0.38,0.714
"ZRANB2",-0.134,12.406,0.38,0.714
"NEU4",0.47,6.052,0.38,0.714
"FLJ37078",0.215,6.334,0.38,0.714
"SLC36A4",0.134,10.401,0.38,0.714
"CLEC12B",0.29,8.737,0.38,0.714
"SCNN1G",-0.123,3.305,0.38,0.714
"LOC253805",0.571,4.002,0.38,0.714
"GMIP",-0.114,12.659,0.38,0.714
"RABAC1",-0.108,14.588,0.38,0.714
"LOC729595",-0.298,4.137,0.38,0.714
"CDH26",-0.223,6.478,0.38,0.714
"FAM105A",0.11,10.793,0.38,0.714
"MTMR7",-0.054,3.07,0.38,0.714
"NXNL2",-0.126,3.315,0.38,0.714
"MAK",-0.327,5.837,0.38,0.714
"NLRP1",0.112,12.957,0.38,0.714
"LL22NC03-75B3.6",-0.068,3.121,0.381,0.714
"SLC28A1",-0.317,3.635,0.381,0.714
"ROM1",-0.114,8.709,0.381,0.714
"PIK3R5",-0.091,10.264,0.381,0.714
"MET",-0.149,3.28,0.381,0.714
"ZNF154",0.324,6.673,0.381,0.714
"C21orf87",0.258,4.94,0.381,0.714
"IMPACT",-0.098,9.149,0.381,0.714
"NCK1",0.093,10.668,0.381,0.714
"PTGER1",0.449,3.727,0.381,0.714
"LRRC37B2",0.09,9.086,0.381,0.714
"ACTL8",0.141,3.159,0.381,0.714
"C19orf39",0.11,10.858,0.381,0.714
"SHKBP1",-0.136,10.099,0.381,0.714
"LRRC37B",-0.065,9.23,0.381,0.714
"CYP2E1",-0.562,5.34,0.381,0.714
"PTTG1IP",0.103,13.337,0.381,0.714
"RPS17",0.07,17.697,0.381,0.714
"EDARADD",-0.087,13.098,0.381,0.714
"AMY2B",0.277,5.228,0.381,0.714
"TAF3",-0.135,11.073,0.382,0.714
"B3GNT5",-0.236,8.383,0.382,0.714
"HRASLS",-0.463,8.587,0.382,0.714
"DCTN3",-0.063,12.92,0.382,0.715
"C13orf15",0.21,12.35,0.382,0.715
"DUSP19",0.22,5.558,0.382,0.715
"RPL23A",-0.067,17.831,0.382,0.715
"ATP2B3",0.144,5.118,0.382,0.715
"TMIGD2",0.226,8.535,0.382,0.715
"FGF21",-0.142,3.088,0.382,0.715
"MRPL19",-0.076,11.482,0.382,0.715
"UBD",-0.39,5.382,0.383,0.715
"ECHS1",-0.084,12.535,0.383,0.715
"ANKRD40",-0.153,5.853,0.383,0.715
"DLGAP5",-0.314,5.953,0.383,0.715
"SLC4A1",-0.19,6.106,0.383,0.715
"SOHLH1",-0.233,3.268,0.383,0.715
"LRRC14",-0.242,11.105,0.383,0.715
"RP9P",-0.145,7.306,0.383,0.715
"ALKBH7",-0.126,12.508,0.383,0.715
"C17orf65",-0.108,8.012,0.383,0.715
"ENOSF1",-0.175,9.508,0.383,0.715
"CCDC53",0.079,11.099,0.383,0.715
"KLHDC7B",-0.319,10.751,0.383,0.715
"PCNA",0.106,11.053,0.383,0.715
"SFRS12IP1",0.066,11.415,0.383,0.715
"FAM116A",-0.073,11.464,0.384,0.716
"UNC5C",0.309,3.383,0.384,0.716
"ANGEL2",0.115,11.442,0.384,0.716
"BIN2",0.176,12.606,0.384,0.716
"FERMT3",-0.161,12.588,0.384,0.716
"AIRE",-0.262,6.495,0.384,0.716
"NUDCD1",-0.066,9.391,0.384,0.716
"LIMK2",-0.473,11.068,0.384,0.716
"SEC24D",0.11,8.971,0.384,0.716
"SAA4",0.085,3.133,0.384,0.716
"CYB5RL",0.198,3.289,0.384,0.716
"UPK2",0.139,5.549,0.384,0.716
"EVC2",0.268,3.391,0.384,0.716
"MAGEB18",-0.151,3.222,0.384,0.716
"POM121L4P",-0.29,7.596,0.384,0.716
"CCND3",-0.118,12.977,0.385,0.716
"C1orf57",0.132,9.614,0.385,0.716
"COMT",0.086,12.289,0.385,0.716
"RNF44",0.09,11.293,0.385,0.716
"CLEC2L",-0.479,5.044,0.385,0.716
"TMEM40",-0.335,11.208,0.385,0.716
"CLDN14",-0.658,4.038,0.385,0.716
"ST6GALNAC1",-0.441,6.854,0.385,0.716
"RNASEH2A",-0.097,10.606,0.385,0.716
"SCGB3A1",-0.471,6.451,0.385,0.716
"GPR12",0.186,6.27,0.385,0.716
"JSRP1",-0.355,5.444,0.385,0.716
"ZNF579",0.123,16.575,0.385,0.716
"EIF2S3",-0.132,9.566,0.385,0.716
"C20orf74",-0.291,9.362,0.385,0.716
"FZD7",0.184,3.324,0.385,0.716
"ZNF235",0.173,7.02,0.385,0.716
"PRR17",-0.193,9.605,0.385,0.716
"MRPL42",0.095,10.418,0.385,0.716
"HLA-DRA",0.17,14.959,0.385,0.716
"TAP1",0.185,14.408,0.385,0.716
"TMEM9",0.097,9.457,0.386,0.717
"DKFZP434A062",0.209,4.39,0.386,0.717
"RBM4",0.094,11.029,0.386,0.717
"AACS",-0.072,9.427,0.386,0.717
"AGT",-0.114,3.285,0.386,0.717
"ZNF517",0.185,3.352,0.386,0.717
"CLEC7A",0.202,8.361,0.386,0.717
"XRN1",0.131,10.711,0.386,0.717
"PSMC1",-0.063,13.676,0.386,0.717
"LOC126075",-0.082,8.747,0.386,0.717
"GCM2",-0.306,3.394,0.386,0.717
"CYP2F1",-0.317,5.735,0.386,0.717
"PLA2G3",0.616,5.002,0.386,0.717
"DNAJC11",-0.085,10.233,0.386,0.717
"CCR5",0.28,11.665,0.386,0.717
"SMAD6",0.23,4.557,0.386,0.717
"MCM4",-0.209,6.265,0.386,0.717
"HEATR6",-0.086,8.838,0.386,0.717
"GAS1",-0.243,5.271,0.386,0.717
"KIF3A",-0.127,9.304,0.387,0.717
"FGF5",-0.457,3.321,0.387,0.717
"HIPK3",0.136,5.338,0.387,0.717
"PTP4A3",-0.235,8.335,0.387,0.717
"ERLIN2",-0.102,8.166,0.387,0.717
"BCAR3",-0.29,5.505,0.387,0.717
"ANGEL1",0.126,7.21,0.387,0.718
"COG3",0.074,10.119,0.387,0.718
"NEURL2",-0.176,6.455,0.387,0.718
"HIF1AN",-0.132,7.538,0.387,0.718
"RND3",-0.735,3.514,0.387,0.718
"C5orf38",-0.115,3.274,0.387,0.718
"ZNF329",-0.141,6.347,0.388,0.718
"IL2RB",-0.203,12.844,0.388,0.718
"ZNF77",-0.107,9.062,0.388,0.718
"CAPN2",-0.118,15.109,0.388,0.718
"GABARAPL1",-0.199,10.6,0.388,0.718
"SV2A",0.125,6.723,0.388,0.719
"HR",0.167,4.955,0.388,0.719
"MARK4",-0.096,8.671,0.388,0.719
"LCORL",0.177,5.242,0.388,0.719
"HOPX",-0.26,12.35,0.389,0.719
"LRFN5",0.183,3.343,0.389,0.719
"HNRNPA2B1",-0.11,12.145,0.389,0.719
"ISG15",-0.305,13.52,0.389,0.719
"RARS2",0.057,12.59,0.389,0.719
"FAM104B",0.083,10.891,0.389,0.719
"ZDHHC8",-0.484,9.683,0.389,0.719
"C15orf59",0.265,3.292,0.389,0.719
"PRDM2",-0.097,9.634,0.389,0.719
"SNX16",0.214,5.938,0.389,0.719
"PMS2",-0.082,8.699,0.389,0.719
"DCBLD1",-0.118,7.003,0.389,0.719
"KLHDC10",-0.329,7.25,0.389,0.719
"KIFAP3",0.098,10.781,0.389,0.719
"C5orf37",0.12,8.798,0.389,0.719
"LOC100131971",-0.46,11.388,0.39,0.719
"ADM",-0.359,10.282,0.39,0.719
"GLIPR1L2",0.525,4.905,0.39,0.719
"ST7L",-0.134,6.399,0.39,0.719
"EFS",0.336,3.481,0.39,0.719
"ZNF282",-0.105,6.845,0.39,0.719
"FAM126A",0.194,6.204,0.39,0.719
"IRS1",-0.259,6.181,0.39,0.72
"PPP2R5B",-0.107,10.286,0.39,0.72
"ENDOD1",-0.254,11.555,0.39,0.72
"QTRT1",-0.167,8.618,0.39,0.72
"TBKBP1",0.16,9.246,0.39,0.72
"WAC",0.062,14.05,0.39,0.72
"MCOLN1",-0.133,9.619,0.39,0.72
"C6orf165",-0.362,3.472,0.39,0.72
"KIAA1199",-0.443,5.328,0.39,0.72
"TMEM2",0.158,11.621,0.39,0.72
"NUP153",0.089,9.853,0.39,0.72
"ZBTB38",-0.161,10.622,0.391,0.72
"CLIP4",0.111,11.28,0.391,0.72
"TEKT4",-0.422,5.917,0.391,0.72
"ZNF346",-0.145,8.219,0.391,0.72
"CDC42",0.091,14.202,0.391,0.72
"ALOX5",0.112,14.584,0.391,0.72
"GABRE",-0.353,4.838,0.391,0.72
"FSCN3",0.134,8.609,0.391,0.72
"SEPT6",0.192,10.703,0.391,0.72
"TEKT2",-0.255,3.542,0.391,0.72
"CDKAL1",-0.233,10.524,0.391,0.72
"TMEM203",0.065,12.404,0.391,0.72
"PNLDC1",-0.379,3.514,0.391,0.72
"F2RL3",-0.335,6.163,0.391,0.72
"TUBG1",0.104,6.988,0.391,0.72
"ZNF30",0.165,7.058,0.391,0.72
"NACC1",0.261,12.084,0.391,0.72
"DALRD3",-0.092,9.932,0.392,0.72
"LOC100131707",-0.098,8.856,0.392,0.72
"EXOC3",-0.122,9.462,0.392,0.72
"MS4A14",0.178,9.466,0.392,0.72
"DNAJB5",0.194,8.725,0.392,0.72
"GRAMD1A",-0.116,8.152,0.392,0.72
"LPHN2",0.225,4.613,0.392,0.72
"PIGO",-0.082,9.663,0.392,0.72
"SIGLEC5",0.418,10.996,0.392,0.721
"SLC25A10",-0.248,5.168,0.392,0.721
"MPG",-0.077,12.002,0.392,0.721
"FERMT1",-0.186,3.289,0.392,0.721
"CD38",-0.252,8.869,0.392,0.721
"LAPTM4B",-0.198,9.215,0.392,0.721
"HIST1H2BF",-0.234,12.421,0.392,0.721
"FUCA1",0.113,11.33,0.393,0.721
"MAPRE1",0.107,11.695,0.393,0.722
"ARHGEF4",0.234,8.15,0.393,0.722
"RAE1",0.079,10.044,0.393,0.722
"CMPK1",-0.093,11.274,0.393,0.722
"C12orf56",0.304,3.519,0.393,0.722
"IQCC",-0.35,5.166,0.393,0.722
"RP6-166C19.11",0.281,11.256,0.393,0.722
"RPL10L",-0.071,15.899,0.393,0.722
"C1QTNF1",0.351,3.714,0.393,0.722
"UHRF2",-0.078,10.544,0.394,0.723
"RARA",0.137,12.904,0.394,0.723
"PUS7L",0.151,8.458,0.394,0.723
"LAMP1",0.062,16.239,0.394,0.723
"GP2",-0.259,3.547,0.394,0.723
"ARF4",0.086,11.733,0.394,0.723
"APOL2",0.13,12.851,0.394,0.723
"PTPN1",0.148,10.692,0.394,0.723
"FLJ35390",0.285,11.163,0.394,0.723
"BAZ2A",0.233,9.807,0.394,0.723
"LY86",0.131,13.834,0.394,0.723
"RECQL",0.084,11.031,0.395,0.723
"ZNF778",0.142,6.735,0.395,0.723
"AMPD2",-0.108,11.921,0.395,0.724
"LRBA",-0.111,10.353,0.395,0.724
"ZFR",0.077,10.945,0.395,0.724
"SEC23A",-0.088,10.399,0.395,0.724
"PPIL6",-0.057,3.086,0.395,0.724
"GCLM",-0.123,8.084,0.395,0.724
"SMC2",0.161,6.537,0.396,0.724
"PLEKHA6",0.25,4.781,0.396,0.725
"GPR171",-0.181,11.334,0.396,0.725
"CSRP2",-0.294,4.132,0.396,0.725
"SPAG4",-0.194,3.837,0.396,0.725
"SLC35C2",-0.096,10.417,0.396,0.725
"C20orf108",-0.107,11.168,0.396,0.725
"RNASET2",0.078,14.243,0.396,0.725
"HOOK1",-0.203,6.331,0.396,0.725
"NDUFA6",-0.094,13.965,0.396,0.725
"SEMA6C",0.191,6.833,0.396,0.725
"KIAA0368",0.104,10.571,0.396,0.725
"TG",-0.216,5.688,0.396,0.725
"TGIF1",-0.125,8.502,0.396,0.725
"SLC9A7",-0.122,7.011,0.396,0.725
"CHMP1B",-0.103,11.46,0.396,0.725
"MED19",0.099,10.436,0.397,0.725
"C14orf101",-0.116,9.505,0.397,0.725
"C10orf125",0.142,12.252,0.397,0.725
"KRT2",-0.849,6.113,0.397,0.725
"DNAJC22",-0.588,4.688,0.397,0.726
"LOC338799",-0.228,12.88,0.397,0.726
"UROS",-0.09,8.784,0.397,0.726
"REXO4",-0.071,9.249,0.397,0.726
"FLJ30064",-0.297,8.151,0.397,0.726
"NFU1",-0.102,10.763,0.398,0.726
"LOC284242",0.208,5.154,0.398,0.726
"KCTD15",0.128,8.183,0.398,0.726
"PDE4A",-0.159,12.247,0.398,0.726
"MGC27345",0.09,9.009,0.398,0.726
"COL9A3",0.372,8.854,0.398,0.726
"PPP1R3E",-0.205,7.415,0.398,0.726
"EIF4EBP2",0.07,14.201,0.398,0.727
"IL25",-0.098,3.225,0.398,0.727
"DBNDD2",0.091,10.377,0.398,0.727
"RBM7",0.121,8.393,0.398,0.727
"NFIA",-0.205,7.816,0.398,0.727
"RBM23",-0.113,10.397,0.398,0.727
"WDR24",-0.124,9.458,0.398,0.727
"P4HA2",-0.26,4.333,0.398,0.727
"SH3RF3",0.234,3.585,0.398,0.727
"SPAG8",-0.28,6.693,0.398,0.727
"NR2C2AP",-0.096,11.278,0.399,0.727
"NAE1",-0.103,11.393,0.399,0.727
"FAM12B",-0.116,3.289,0.399,0.727
"CALHM1",0.393,3.497,0.399,0.728
"IFT80",-0.124,8.184,0.399,0.728
"LOC284441",0.106,10.949,0.399,0.728
"GPSM3",-0.078,12.768,0.399,0.728
"HLA-DRB4",-0.203,14.393,0.399,0.728
"AGK",-0.104,8.089,0.399,0.728
"PRAMEL",0.838,4.42,0.4,0.728
"ZNF839",-0.109,9.68,0.4,0.728
"YIF1B",-0.145,9.747,0.4,0.728
"GLYCTK",-0.153,9.43,0.4,0.728
"SLC45A4",-0.24,6.551,0.4,0.728
"GAB1",0.203,5.296,0.4,0.728
"F9",-0.116,3.299,0.4,0.728
"NDOR1",0.196,16.467,0.4,0.728
"EPM2A",-0.146,5.835,0.4,0.728
"HSD17B14",0.179,4.758,0.4,0.728
"BACE1",0.175,10.217,0.4,0.728
"EIF3E",0.07,15.049,0.4,0.728
"TMEM14B",0.075,12.494,0.4,0.728
"TMEM146",-0.13,3.183,0.4,0.728
"RNF112",-0.253,7.321,0.4,0.728
"ITPKC",0.14,10.546,0.4,0.728
"MGC12935",-0.304,4.077,0.401,0.729
"ZNF582",0.241,4.371,0.401,0.729
"NCKIPSD",-0.146,7.32,0.401,0.729
"SLC16A4",0.309,3.749,0.401,0.729
"UBE2V2",-0.102,8.107,0.401,0.729
"RGR",0.362,4.272,0.401,0.729
"TXNL1",0.058,13.271,0.401,0.729
"DLG4",-0.297,8.9,0.401,0.729
"CSNK1A1",-0.057,11.897,0.401,0.729
"KIF21A",-0.222,9.144,0.401,0.729
"SNX7",-0.284,4.661,0.401,0.729
"CCDC71",-0.137,8.105,0.401,0.729
"GINS4",-0.225,4.739,0.401,0.729
"LOC152663",-0.084,14.536,0.401,0.729
"ST6GALNAC2",0.291,7.356,0.401,0.729
"SPAG17",-0.23,3.418,0.401,0.729
"GALR3",0.165,16.048,0.402,0.729
"CYP8B1",-0.116,3.165,0.402,0.729
"SDAD1",0.209,10.269,0.402,0.729
"SPACA5",-0.316,3.399,0.402,0.729
"PVR",0.138,8.257,0.402,0.729
"TAL1",-0.306,7.73,0.402,0.729
"C9orf119",-0.125,9.111,0.402,0.729
"DOCK9",-0.15,8.586,0.402,0.729
"FZD4",-0.055,3.079,0.402,0.729
"VPS13D",-0.083,8.345,0.402,0.729
"FAM83D",-0.291,4.603,0.402,0.729
"TPSG1",0.152,17.189,0.402,0.729
"KCNG3",-0.071,3.143,0.402,0.729
"PGDS",0.294,5.512,0.402,0.729
"KRT80",-0.078,3.035,0.402,0.729
"HIC1",0.195,6.353,0.402,0.729
"PVRL3",-0.228,6.05,0.402,0.729
"ZCCHC6",0.151,8.99,0.403,0.73
"GPR15",-0.377,5.247,0.403,0.73
"KIF5C",-0.174,7.708,0.403,0.73
"DNAJB14",-0.096,10.635,0.403,0.73
"LOC644192",-0.082,3.061,0.403,0.73
"RPP14",0.107,9.555,0.403,0.73
"PANX1",-0.217,8.688,0.404,0.731
"UBE4B",0.069,9.856,0.404,0.731
"NKAIN2",-0.405,3.937,0.404,0.731
"ZNF509",0.355,5.188,0.404,0.731
"IL8RB",-0.224,10.112,0.404,0.731
"PAG1",0.136,13.837,0.404,0.731
"C19orf61",0.106,8.596,0.404,0.731
"MRPS10",-0.076,11.553,0.404,0.731
"SLC38A11",-0.442,4.362,0.404,0.731
"COQ9",0.071,10.73,0.404,0.731
"TM4SF19",-0.45,4.064,0.404,0.731
"NCAPG",-0.224,7.382,0.404,0.731
"RALB",0.115,8.466,0.404,0.731
"TFAP2B",-0.044,3.056,0.404,0.731
"ENO3",-0.176,9.878,0.404,0.731
"LOC391532",-0.106,11.341,0.404,0.731
"LSS",0.131,11.528,0.404,0.731
"PCDHB16",-0.051,3.067,0.404,0.731
"FAM24B",-0.161,8.892,0.404,0.731
"OXT",0.156,7.145,0.404,0.731
"ARSK",0.227,4.843,0.405,0.731
"CLEC3B",-0.188,10.861,0.405,0.731
"CD164",0.089,12.014,0.405,0.731
"TBL1X",0.11,10.162,0.405,0.731
"KLRF1",-0.272,11.992,0.405,0.731
"UROD",-0.071,12.313,0.405,0.731
"HLA-B",-0.062,18.707,0.405,0.732
"HIBCH",0.08,11.212,0.405,0.732
"CROT",-0.198,5.439,0.405,0.732
"SUSD4",-0.276,5.009,0.405,0.732
"AK2P2",0.178,5.052,0.405,0.732
"NCRNA00081",0.071,10.642,0.405,0.732
"SYT11",-0.17,9.884,0.405,0.732
"ENTPD1",0.112,8.961,0.405,0.732
"MAPT",-0.244,5.522,0.406,0.732
"DOC2A",-0.152,3.399,0.406,0.732
"PTK6",0.203,6.905,0.406,0.732
"SERPINA4",0.207,3.217,0.406,0.732
"SIL1",-0.103,11.909,0.406,0.732
"SMARCD3",0.173,13.191,0.406,0.732
"ZNF341",-0.086,7.259,0.406,0.732
"STK36",-0.09,7.313,0.406,0.732
"UBE2CBP",-0.143,6.472,0.406,0.732
"AMPD3",0.168,11.369,0.406,0.733
"ZFHX4",-0.221,3.243,0.406,0.733
"PRAMEF1",-0.152,3.141,0.407,0.733
"CEP57",-0.078,9.627,0.407,0.733
"PLA2G12A",-0.217,9.647,0.407,0.733
"LOC388494",-0.097,11.05,0.407,0.733
"C2orf48",-0.101,3.114,0.407,0.733
"EXOG",-0.101,6.379,0.407,0.734
"RAB3IP",-0.122,9.717,0.407,0.734
"ARMC4",0.429,4.651,0.407,0.734
"LOC100128244",0.122,6.55,0.407,0.734
"FBXO2",-0.176,9.516,0.408,0.734
"MAP6D1",-0.146,9.739,0.408,0.734
"ACTN1",-0.231,12.815,0.408,0.734
"SPAST",-0.097,9.416,0.408,0.734
"DMWD",0.13,9.624,0.408,0.734
"DNAJC8",0.067,12.469,0.408,0.734
"DHRS2",0.345,3.951,0.408,0.734
"ZNF28",0.235,6.269,0.408,0.734
"LOC729915",-0.289,7.538,0.408,0.734
"NRBP2",-0.087,9.02,0.408,0.734
"RUNDC3B",-0.118,3.298,0.408,0.734
"SDR9C7",-0.138,3.1,0.408,0.734
"COPG",-0.072,9.076,0.408,0.734
"CYFIP1",0.113,10.254,0.408,0.734
"H1F0",0.265,9.359,0.408,0.734
"CTF8",0.197,10.37,0.408,0.734
"PTK2",0.165,6.858,0.409,0.734
"DRD2",0.157,5.963,0.409,0.734
"GCS1",0.083,13.421,0.409,0.734
"DERL2",-0.051,11.258,0.409,0.734
"AUTS2",0.232,10.886,0.409,0.734
"TCEAL2",0.285,6.837,0.409,0.734
"KIF25",-0.124,3.119,0.409,0.734
"SETD3",0.114,8.783,0.409,0.735
"CMTM1",-0.207,8.464,0.409,0.735
"SAMD14",-0.472,7.223,0.409,0.735
"MRPL17",0.106,10.128,0.409,0.735
"SLC2A11",0.154,7.189,0.409,0.735
"MKLN1",0.077,9.073,0.409,0.735
"AMIGO2",0.143,9.45,0.409,0.735
"UBLCP1",-0.131,8.393,0.409,0.735
"HNF1B",0.167,4.201,0.41,0.735
"CGB1",0.585,4.476,0.41,0.735
"USP39",0.056,13.856,0.41,0.735
"GNG8",-0.237,7.663,0.41,0.735
"ADCY4",-0.141,7.887,0.41,0.735
"SNX4",-0.091,9.728,0.41,0.735
"ZNF784",0.125,9.45,0.41,0.735
"RAB8A",0.118,9.448,0.41,0.735
"TAS2R8",0.172,3.143,0.41,0.735
"EDAR",-0.473,5.462,0.41,0.735
"GPR107",-0.072,10.342,0.41,0.735
"NR2C2",-0.113,8.023,0.41,0.735
"AZI1",-0.112,11.881,0.41,0.735
"WDR35",-0.296,5.021,0.41,0.735
"ZNF8",-0.1,8.383,0.41,0.735
"STAP2",-0.167,5.206,0.41,0.735
"FCAR",0.201,8.268,0.41,0.735
"LANCL3",-0.279,5.813,0.41,0.735
"TRAPPC6B",-0.125,6.714,0.41,0.735
"FCHO2",-0.187,8.415,0.411,0.735
"FAM102A",0.19,14.237,0.411,0.735
"GHSR",0.175,7.443,0.411,0.736
"FLJ32679",0.283,9.098,0.411,0.736
"C1orf101",-0.277,3.312,0.411,0.736
"ERO1LB",-0.154,7.956,0.411,0.736
"BLCAP",0.089,10.713,0.411,0.736
"GLI4",-0.152,6.629,0.411,0.736
"TMEM155",-0.261,4.252,0.411,0.736
"COG6",0.123,9.15,0.411,0.736
"WIPF1",-0.107,12.509,0.411,0.736
"FUT1",-0.211,3.62,0.411,0.736
"BBS1",-0.083,7.485,0.411,0.736
"USP15",-0.133,11.8,0.412,0.736
"C5AR1",0.303,10.179,0.412,0.736
"BMX",-0.415,4.036,0.412,0.736
"SRP14",0.057,16.228,0.412,0.736
"ZFPM1",0.111,15.064,0.412,0.737
"OSGEPL1",0.161,8.903,0.412,0.737
"RP11-265F14.2",0.171,4.463,0.412,0.737
"UPK3A",0.632,6.49,0.412,0.737
"OGFRL1",0.12,11.227,0.412,0.737
"LOC440737",-0.069,15.056,0.412,0.737
