"Gene","logFC","AveExpr","P.Value","adj.P.Val"
"TOX3",0.665,7.829,0.00601,0.182
"PDE6G",0.377,6.073,0.00601,0.182
"LOC729090",-0.254,15.506,0.00602,0.182
"RPRD1A",-0.212,9.207,0.00603,0.182
"FAM127B",0.152,12.934,0.00603,0.182
"SEC62",-0.278,9.891,0.00604,0.182
"PRR7",0.403,16.207,0.00605,0.182
"LNPEP",0.224,7.711,0.00609,0.183
"FKSG43",0.378,6.439,0.00611,0.183
"IREB2",0.233,7.768,0.00624,0.186
"LPHN2",0.592,4.613,0.00624,0.186
"RPS24",-0.185,16.583,0.00625,0.186
"RDH14",-0.19,10.574,0.00625,0.186
"GSTT2",0.86,3.682,0.00627,0.186
"TRIM11",0.16,13.081,0.00628,0.186
"RPL7AP11",-0.309,13.672,0.00633,0.187
"SNHG7",-0.45,8.954,0.00635,0.187
"RNASEH2C",0.257,13.363,0.00637,0.188
"TATDN1",-0.191,10.331,0.00637,0.188
"CHCHD8",0.402,13.965,0.00642,0.188
"DNAJC19",-0.191,10.452,0.00643,0.188
"GABARAPL2",-0.195,13.596,0.00643,0.188
"KTI12",-0.303,7.918,0.00644,0.188
"TMIGD2",0.58,8.535,0.00645,0.188
"LOC654433",-2.334,8.681,0.00647,0.188
"GRM4",0.901,4.278,0.00651,0.188
"FBN3",0.256,6.567,0.00651,0.188
"C9orf6",-0.244,8.741,0.00652,0.188
"SERINC2",0.85,5.529,0.00652,0.188
"LOC390612",-0.204,13.504,0.00652,0.188
"C18orf12",0.378,9.261,0.00652,0.188
"DCTN6",0.193,10.573,0.00652,0.188
"STRADB",-0.338,9.225,0.00653,0.188
"RBM43",0.467,7.724,0.00655,0.188
"EN2",0.768,14.827,0.00655,0.188
"FABP5",-0.36,9.726,0.00656,0.188
"CR2",-0.502,8.048,0.00657,0.188
"LOC730144",-0.261,13.088,0.00662,0.188
"DIS3",0.345,8.576,0.00663,0.188
"SPRR1A",0.468,11.112,0.00663,0.188
"LOC643932",-0.135,16.823,0.00664,0.188
"SNRNP48",-0.249,10.79,0.00667,0.188
"PGAM2",0.704,4.105,0.00667,0.188
"SMPDL3B",0.53,4.427,0.0067,0.188
"FAM82A2",0.191,11.195,0.0067,0.188
"HARS",-0.178,11.104,0.00671,0.188
"SPRYD5",-0.721,3.505,0.00671,0.188
"UBE3B",-0.281,7.146,0.00672,0.188
"LTB4R2",0.253,7.508,0.00674,0.188
"NSFL1C",-0.217,9.834,0.00674,0.188
"VPS37C",0.27,11.103,0.00676,0.188
"LOC201175",0.343,10.475,0.00677,0.188
"FLJ31306",-0.18,10.128,0.00679,0.189
"HNRNPM",-0.187,14.826,0.00688,0.191
"CEND1",0.751,10.228,0.00689,0.191
"OAT",-0.276,10.18,0.00691,0.191
"LOC100129395",-0.371,6.988,0.00692,0.191
"FAM131C",0.809,12.587,0.00693,0.191
"NAE1",-0.272,11.393,0.00695,0.191
"MTMR14",0.141,14.6,0.00696,0.191
"SUV420H2",0.28,7.276,0.007,0.192
"ZNF667",-0.972,4.143,0.00702,0.192
"TRIM24",0.215,11.864,0.00702,0.192
"TMEM106B",-0.246,10.214,0.00704,0.192
"C11orf74",-0.36,7.909,0.00707,0.193
"LOC100131096",-0.413,10.197,0.00709,0.193
"UPF1",0.294,12.762,0.0071,0.193
"CD1C",-0.355,10.474,0.00711,0.193
"SLC45A3",-0.816,8.826,0.00713,0.193
"TCP1",-0.197,13.6,0.00713,0.193
"SNAPC2",0.207,11.698,0.00715,0.193
"DLL1",0.684,6.203,0.00716,0.193
"ST6GAL1",-0.279,12.428,0.00716,0.193
"ANKRD18A",-0.84,5.783,0.00716,0.193
"MLLT3",-0.292,7.641,0.00722,0.194
"UXT",-0.208,13.248,0.00728,0.195
"ADAM28",-0.551,7.965,0.00732,0.196
"LOC142937",0.686,7.079,0.00734,0.196
"HDC",-1.34,8.933,0.00737,0.196
"ZNF229",-0.856,3.893,0.00737,0.196
"CCDC21",0.302,8.31,0.00737,0.196
"DDX18",-0.231,9.306,0.00743,0.197
"C21orf58",0.773,9.855,0.00746,0.197
"TMSL3",-0.22,17.44,0.00748,0.197
"HGC6.3",0.449,5.372,0.00748,0.197
"SCFD1",-0.233,11.519,0.00748,0.197
"RPL24",-0.152,16.554,0.00748,0.197
"PAX8",-1.194,7.348,0.00751,0.197
"KRT76",0.696,3.805,0.00752,0.197
"ARL11",0.446,9.475,0.00756,0.198
"GLIPR2",0.263,15.323,0.0076,0.199
"PGF",0.438,6.637,0.00762,0.199
"MAG",0.672,4.616,0.00764,0.199
"CD40",-0.486,8.778,0.00765,0.199
"C6orf47",0.244,10.579,0.00766,0.199
"WDR32",0.645,12.121,0.00766,0.199
"TXNDC5",-0.481,11.909,0.00767,0.199
"SGK269",0.261,9.04,0.0077,0.199
"LYNX1",0.647,14.16,0.00772,0.2
"CCDC144A",-0.838,8.645,0.00773,0.2
"MAS1L",0.624,5.34,0.00776,0.2
"PEX19",-0.174,10.406,0.00776,0.2
"RANGAP1",0.206,8.762,0.00777,0.2
"NDUFC1",-0.174,13.538,0.00781,0.2
"STAM2",0.326,7.505,0.00783,0.2
"XIRP2",-0.967,3.864,0.00784,0.2
"UBLCP1",-0.347,8.393,0.00785,0.2
"OR8B8",0.593,5.423,0.00785,0.2
"C10orf4",-0.249,9.67,0.00787,0.2
"DAZAP1",-0.179,11.955,0.00787,0.2
"SLC36A1",0.374,3.32,0.0079,0.2
"DDX23",0.183,13.066,0.00791,0.2
"RUNDC1",0.273,9.714,0.00791,0.2
"NFATC3",0.282,11.438,0.00791,0.2
"MRPL36",0.162,10.391,0.00792,0.2
"PHF20L1",0.284,10.089,0.00796,0.201
"SFRS6",-0.386,9.397,0.00799,0.201
"NSMCE1",-0.161,10.785,0.00806,0.203
"RCCD1",-0.323,8.551,0.00808,0.203
"FBXO36",-0.696,4.168,0.00812,0.203
"AUTS2",0.61,10.886,0.00813,0.203
"LOC100128140",-0.346,13.64,0.00814,0.203
"KHDRBS3",0.493,6.237,0.00818,0.204
"MMP25",-0.641,10.098,0.00821,0.204
"BACE2",-0.672,8.433,0.00822,0.204
"OSTM1",0.218,12.392,0.00823,0.204
"KEAP1",0.236,11.531,0.00825,0.204
"GPRC5D",-0.98,3.992,0.00825,0.204
"ALAS2",-2.114,10.562,0.00829,0.204
"ZDHHC3",-0.213,9.542,0.00829,0.204
"C17orf96",0.465,16.092,0.0083,0.204
"CLDN3",0.323,7.224,0.00831,0.204
"GORASP2",-0.179,11.815,0.00831,0.204
"FAM96B",0.185,13.389,0.00832,0.204
"LRRFIP1",-0.268,11.625,0.00833,0.204
"CFDP1",-0.22,10.787,0.00834,0.204
"RRP7B",0.453,10.433,0.00837,0.204
"LOC388621",-0.208,15.834,0.00838,0.204
"PAX4",0.512,7.679,0.00838,0.204
"PTPN2",-0.165,12.753,0.00838,0.204
"HOXB13",0.583,4.219,0.0084,0.204
"OLIG1",-0.582,12.202,0.00841,0.204
"TMEM62",0.23,8.062,0.00841,0.204
"THY1",0.658,11.379,0.00846,0.205
"COX7A2L",-0.168,13.298,0.00848,0.205
"HNRNPA1",-0.14,16.113,0.00848,0.205
"ADAMDEC1",-0.77,4.295,0.0085,0.205
"FADS3",-0.364,7.348,0.00851,0.205
"WDR62",0.328,6.347,0.00854,0.205
"GBX2",-1.403,3.751,0.00857,0.206
"NAV1",0.409,6.886,0.00861,0.206
"LRRIQ3",-0.771,5.92,0.00864,0.206
"CD79B",-0.535,10.344,0.00865,0.206
"HS3ST3B1",0.429,8.393,0.00865,0.206
"SPPL2B",0.416,15.618,0.00865,0.206
"FPR3",0.78,5.516,0.00867,0.206
"RHBDL1",0.685,14.023,0.00869,0.206
"LOC100128942",0.552,10.047,0.0087,0.206
"MYOZ3",0.384,4.958,0.00872,0.207
"LOC541469",0.337,6.777,0.00875,0.207
"SAV1",-0.357,9.667,0.00877,0.207
"VPS37D",0.405,4.728,0.00877,0.207
"AGBL3",0.616,8.277,0.0088,0.207
"GCSH",-0.178,9.689,0.00883,0.207
"IGJ",-0.742,12.429,0.00883,0.207
"DIAPH1",0.212,15.896,0.0089,0.209
"LOC729611",-0.217,12.939,0.00891,0.209
"SRRM1",-0.228,12.957,0.00891,0.209
"KCNK15",0.328,9.791,0.00896,0.209
"GBP3",0.5,11.171,0.00898,0.209
"AOF2",-0.21,8.044,0.009,0.21
"FBXL20",0.41,6.332,0.00903,0.21
"EIF2AK3",-0.309,7.601,0.00907,0.211
"CCRL2",0.586,8.359,0.00913,0.211
"SYT2",0.425,5.359,0.00913,0.211
"SPC25",-0.811,6.245,0.00913,0.211
"MIER2",0.309,10.553,0.00913,0.211
"DCUN1D3",0.327,8.69,0.00915,0.211
"COX15",0.21,10.175,0.00916,0.211
"SPEF1",0.485,8.946,0.0092,0.211
"TMOD2",0.73,5.16,0.00921,0.211
"HLA-DOB",-0.513,9.375,0.00924,0.211
"LOC646346",-0.255,15.677,0.00925,0.211
"SP140L",-0.289,9.185,0.00926,0.211
"LPHN1",0.331,11.298,0.00927,0.211
"SPATA2L",0.55,13.389,0.00927,0.211
"LOC220433",-0.264,15.559,0.00928,0.211
"GLRX3",-0.187,11.655,0.00929,0.211
"LOC402176",-0.173,15.735,0.00929,0.211
"FAM47C",0.479,8.675,0.00935,0.212
"UBE2D3",-0.234,13.598,0.00936,0.212
"FGF2",-1.236,4.071,0.0094,0.213
"ANXA7",-0.209,11.379,0.00943,0.213
"PLEKHG4B",0.56,4.805,0.00945,0.213
"ZWINT",-0.37,7.597,0.00947,0.214
"RNASE1",0.49,8.296,0.00949,0.214
"NHLH2",0.731,4.334,0.00952,0.214
"C21orf104",0.71,8.212,0.00956,0.215
"GYPB",-0.519,3.285,0.00957,0.215
"MMP16",0.539,3.439,0.0096,0.215
"GHRHR",0.631,5.902,0.00964,0.216
"C17orf80",0.309,9.261,0.00965,0.216
"CD3G",-0.435,13.077,0.00966,0.216
"NRN1",0.851,9.769,0.00967,0.216
"MACF1",-0.263,10.288,0.00969,0.216
"ZFP161",-0.233,9.18,0.00976,0.217
"ARHGEF7",0.158,9.921,0.00979,0.217
"HRASLS2",-0.749,7.365,0.0098,0.217
"LRFN2",1.145,6.281,0.00984,0.218
"DTX3",0.333,12.834,0.00985,0.218
"DRD2",0.401,5.963,0.00986,0.218
"SCGB1A1",0.395,6.314,0.0099,0.218
"RIN3",0.208,12.107,0.0099,0.218
"MRGPRF",0.655,11.746,0.00995,0.219
"CHRNA7",0.376,7.643,0.00996,0.219
"CCDC137",0.283,11.417,0.01,0.22
"NR2C2",0.288,8.023,0.0101,0.221
"FAM118B",0.291,8.901,0.0102,0.223
"C21orf34",0.439,4.099,0.0102,0.223
"EID1",-0.283,14.107,0.0102,0.223
"C11orf80",-0.646,4.38,0.0102,0.223
"RBM16",-0.226,9.84,0.0103,0.223
"ZCRB1",-0.426,7.424,0.0103,0.224
"PML",0.375,12.389,0.0103,0.224
"FLJ20323",0.121,10.326,0.0103,0.224
"DHODH",-0.172,9.259,0.0104,0.224
"RPL39",-0.142,16.473,0.0104,0.225
"LOC100129973",-1.01,5.059,0.0104,0.225
"C15orf21",-0.168,16.346,0.0104,0.225
"BNIP2",-0.186,12.312,0.0104,0.225
"C10orf116",0.624,5.247,0.0104,0.225
"N-PAC",0.246,8.559,0.0104,0.225
"PHF16",0.633,8.066,0.0105,0.225
"TTC32",-0.267,11.315,0.0105,0.225
"IMPAD1",0.218,9.785,0.0105,0.226
"ZNF773",0.342,8.465,0.0106,0.227
"SFRS2",-0.159,12.573,0.0107,0.228
"HERC2P2",0.286,10.217,0.0107,0.228
"RDH11",-0.278,11.158,0.0107,0.228
"CCT6P1",-0.2,11.426,0.0107,0.228
"RAB7L1",0.239,10.577,0.0107,0.228
"LOC728533",0.202,11.754,0.0107,0.228
"MLLT4",-0.581,7.104,0.0108,0.228
"SLMO2",-0.202,9.943,0.0108,0.228
"MMP17",0.704,12.455,0.0108,0.228
"PIAS3",0.222,10.519,0.0108,0.228
"SLC25A39",-0.326,11.002,0.0108,0.228
"EXTL3",0.231,11.276,0.0108,0.228
"SLC6A18",0.3,5.572,0.0108,0.228
"ELL",0.15,11.618,0.0108,0.228
"TMPRSS6",0.472,4.91,0.0109,0.229
"KIAA1715",-0.211,9.717,0.0109,0.229
"CDK6",-0.32,10.456,0.011,0.23
"C11orf1",-0.271,8.321,0.011,0.23
"ABP1",0.742,4.302,0.011,0.23
"CNKSR3",-0.774,4.166,0.011,0.23
"TGOLN2",-0.169,13.858,0.011,0.23
"RNFT1",-0.328,8.976,0.0111,0.23
"ACYP2",-0.212,8.806,0.0111,0.23
"LINCR",-0.902,6.353,0.0111,0.23
"XCR1",0.418,6.948,0.0111,0.23
"RASGEF1C",0.372,4.942,0.0111,0.23
"PIAS1",0.221,11.485,0.0111,0.23
"UBXN7",-0.283,7.578,0.0111,0.23
"CMIP",0.686,13.729,0.0111,0.23
"MED21",0.259,8.194,0.0113,0.232
"ZNF160",-0.26,9.644,0.0113,0.234
"LOC729484",-0.137,16.973,0.0114,0.234
"CREBBP",-0.351,10.644,0.0114,0.234
"LOC100132050",0.349,6.979,0.0114,0.234
"FDX1",-0.195,10.866,0.0115,0.235
"CDC42EP2",0.659,9.131,0.0115,0.236
"HSPE1",-0.17,14.186,0.0115,0.236
"CDC20",-0.454,6.253,0.0116,0.237
"CA8",-0.813,5.005,0.0116,0.237
"IL28A",0.505,5.983,0.0116,0.237
"CCDC112",-0.245,9.57,0.0116,0.237
"HOXB9",-0.774,4.073,0.0117,0.237
"YPEL4",0.46,7.869,0.0117,0.238
"UGT2B15",-0.84,4.952,0.0117,0.238
"LOC731688",-0.211,15.882,0.0117,0.238
"CAB39",-0.235,10.511,0.0117,0.238
"RAB38",1.032,5.015,0.0118,0.238
"ATG10",0.276,7.23,0.0118,0.239
"SPINK7",0.318,9.3,0.0118,0.239
"LOXHD1",0.841,4.429,0.0119,0.239
"TBCCD1",0.203,7.569,0.0119,0.239
"TLR10",-0.775,5.846,0.0119,0.239
"TAF1B",-0.303,9.459,0.0119,0.239
"PDCD5",-0.23,10.852,0.0119,0.239
"RPL37",-0.119,16.349,0.012,0.239
"SLC17A4",0.606,3.836,0.012,0.239
"LOC283663",-0.654,12.898,0.012,0.239
"CYB561D1",0.901,9.704,0.012,0.239
"CCDC91",-0.395,10.733,0.012,0.239
"DARS",-0.232,12.992,0.012,0.239
"COCH",-0.808,6.427,0.012,0.239
"KRT85",0.389,6.934,0.0121,0.239
"ZFAND3",-0.217,9.098,0.0121,0.239
"POFUT1",0.557,4.57,0.0121,0.239
"ALG3",0.193,11.431,0.0121,0.239
"KISS1R",0.781,12.114,0.0121,0.239
"NCRNA00167",0.651,6.109,0.0121,0.239
"ALOX15",0.47,3.655,0.0121,0.239
"RPA3",-0.152,11.684,0.0122,0.239
"ZNF639",-0.26,9.424,0.0122,0.24
"UBXN2A",-0.264,6.969,0.0122,0.24
"C2orf14",0.504,8.377,0.0123,0.24
"TIGD1",-0.337,7.708,0.0123,0.24
"RP9P",-0.34,7.306,0.0123,0.24
"APC2",0.501,9.157,0.0123,0.24
"CCT6A",-0.178,12.524,0.0123,0.241
"ZNF469",0.36,9.679,0.0124,0.241
"OVCA2",-0.13,13.093,0.0124,0.241
"ADI1",-0.376,11.719,0.0124,0.241
"EBF1",-0.776,7.848,0.0124,0.241
"ERLIN1",0.336,11.113,0.0124,0.241
"BANK1",-0.58,11.008,0.0124,0.241
"UTRN",0.276,12.027,0.0125,0.241
"GAR1",-0.197,12.308,0.0125,0.241
"ACTL6B",0.531,5.551,0.0125,0.241
"PTTG2",-0.266,8.139,0.0125,0.241
"NAGK",0.404,13.605,0.0125,0.241
"HS2ST1",0.221,18.349,0.0126,0.242
"HMGN1",-0.379,14.008,0.0126,0.242
"BCL7C",-0.206,10.03,0.0126,0.242
"KAT2B",-0.205,9.793,0.0126,0.242
"KIAA0408",-0.652,5.724,0.0126,0.242
"FSD1",0.659,6.533,0.0126,0.242
"HNRNPA3",-0.178,13.846,0.0127,0.242
"TMEM63B",0.288,7.459,0.0127,0.242
"MGAT3",-0.854,7.366,0.0127,0.242
"CRK",0.271,8.386,0.0127,0.243
"KIAA0368",-0.248,10.571,0.0129,0.245
"TSPYL4",-0.247,10.582,0.0129,0.245
"ELOVL6",0.687,5.874,0.0129,0.245
"PURB",0.233,10.662,0.013,0.245
"ABCF1",0.16,11.815,0.013,0.245
"LOC652005",0.186,7.049,0.013,0.245
"NIPSNAP1",-0.26,9.429,0.013,0.245
"CPT2",0.235,10.239,0.013,0.245
"MPP6",-0.39,6.598,0.013,0.245
"GSTM2",0.524,6.607,0.013,0.245
"AK3",-0.358,7.011,0.013,0.245
"CNNM2",-0.564,4.74,0.013,0.245
"AHCYL2",-0.246,9.633,0.0131,0.245
"JAGN1",0.159,12.241,0.0131,0.245
"ACER1",0.345,4.782,0.0131,0.245
"AGTR1",0.925,4.367,0.0131,0.245
"VWA5B2",0.403,6.793,0.0132,0.246
"FRG1B",-0.477,10.226,0.0132,0.246
"NODAL",-0.422,3.343,0.0132,0.246
"CDK4",-0.143,10.399,0.0132,0.246
"C15orf39",0.31,12.713,0.0132,0.246
"AKAP12",-1.398,5.25,0.0133,0.246
"PLOD2",-0.837,6.364,0.0133,0.246
"GPRASP2",-0.41,5.988,0.0133,0.246
"PPIB",-0.248,12.012,0.0133,0.246
"LOC400590",0.318,11.843,0.0133,0.246
"KRT86",0.597,7.754,0.0133,0.247
"FLJ32214",0.73,7.215,0.0134,0.247
"MIF4GD",0.213,9.807,0.0134,0.247
"NACA",-0.117,16.181,0.0134,0.247
"PECAM1",0.185,13.145,0.0134,0.247
"SNCB",0.446,6.441,0.0134,0.247
"PRKAR2A",-0.237,6.855,0.0135,0.247
"PTTG1",-0.288,10.795,0.0135,0.247
"SYT9",0.672,4.154,0.0135,0.247
"FBXO7",-0.184,12.679,0.0135,0.247
"AMZ1",-0.567,3.386,0.0136,0.247
"TESK1",0.198,12.807,0.0136,0.247
"SRP19",-0.196,10.712,0.0136,0.247
"IL5RA",-0.597,3.513,0.0136,0.247
"ERAF",-1.56,6.138,0.0136,0.247
"ZNF480",-0.247,10.451,0.0136,0.248
"PAM",0.425,11.385,0.0137,0.249
"FN3K",0.794,4.479,0.0137,0.249
"TRIM56",0.296,11.303,0.0137,0.249
"LOC152024",-0.231,10.107,0.0138,0.249
"SLC22A12",0.55,5.384,0.0139,0.25
"VCP",0.184,14.722,0.0139,0.25
"ZNF418",0.381,7.802,0.0139,0.25
"NIPSNAP3B",-0.313,7.031,0.0139,0.25
"USP25",0.204,10.781,0.0139,0.25
"SYNGR4",0.836,10.824,0.0139,0.25
"BTG3",-0.364,9.925,0.0139,0.25
"ZMYM6",0.231,11.754,0.0139,0.25
"ARCN1",0.197,10.552,0.014,0.25
"LOC100133039",0.359,7.813,0.014,0.25
"ERH",-0.168,13.071,0.014,0.25
"SHFM1",-0.182,14.042,0.014,0.25
"ESF1",-0.182,8.733,0.014,0.251
"TACR2",0.322,6.161,0.0141,0.251
"hCG_1641703",-0.175,15.361,0.0141,0.251
"LOC100130557",0.531,12.223,0.0141,0.251
"LOC344382",-0.293,8.321,0.0141,0.251
"SFT2D1",0.191,12.589,0.0142,0.252
"IFITM1",0.239,15.76,0.0142,0.252
"GABRP",-0.671,4.853,0.0142,0.252
"SEC16B",0.263,6.478,0.0142,0.252
"HSAJ2425",0.216,10.626,0.0143,0.253
"UHMK1",-0.222,9.901,0.0143,0.253
"GTDC1",-0.261,9.921,0.0143,0.253
"SERF1B",-0.174,11.257,0.0143,0.253
"LOC389199",0.573,9.651,0.0144,0.253
"MOSC2",-0.539,5.096,0.0144,0.253
"SILV",0.323,7.418,0.0144,0.253
"C21orf59",-0.213,11.473,0.0144,0.253
"ANKLE2",-0.187,8.249,0.0144,0.253
"GPN2",0.22,10.299,0.0144,0.253
"UBE2V2",-0.242,8.107,0.0144,0.253
"MGRN1",0.193,13.403,0.0145,0.254
"C8orf37",-0.696,3.804,0.0145,0.254
"ACO1",0.158,9.778,0.0145,0.254
"LSM6",-0.21,11.883,0.0145,0.254
"LOC645676",-0.305,8.872,0.0146,0.254
"PRR12",0.261,9.761,0.0146,0.254
"CSNK1G3",-0.233,8.406,0.0146,0.254
"IGFBP5",0.187,3.086,0.0146,0.254
"MGC29506",-0.522,10.579,0.0146,0.254
"AKR1C3",0.629,11.061,0.0146,0.254
"FTSJ2",0.17,9.368,0.0146,0.254
"ANKS1A",0.211,10.377,0.0147,0.254
"KCNA2",-0.614,4.467,0.0147,0.254
"TBL1Y",0.245,9.972,0.0148,0.254
"SLC25A37",-0.429,10.499,0.0148,0.254
"GLI3",0.829,4.818,0.0148,0.254
"PGM2L1",-0.349,8.937,0.0148,0.254
"TMEM33",0.247,10.286,0.0149,0.256
"LOC284230",-0.187,15.176,0.0149,0.256
"C8orf38",-0.466,5.258,0.0149,0.256
"ABI3",0.307,11.919,0.0149,0.256
"POGZ",-0.224,12.049,0.015,0.257
"NDNL2",-0.289,12.276,0.015,0.257
"RXFP4",0.386,3.29,0.0151,0.258
"C11orf51",-0.208,9.531,0.0151,0.258
"OPN3",-0.239,7.773,0.0151,0.258
"SESN3",-0.364,6.345,0.0152,0.259
"KLKB1",0.858,5.314,0.0152,0.259
"GLTPD1",0.549,11.596,0.0153,0.26
"LOC727805",0.893,5.739,0.0153,0.26
"NCOA2",-0.892,4.13,0.0153,0.26
"AQP7",0.574,3.639,0.0156,0.265
"CD1B",-0.765,5.45,0.0156,0.265
"ARHGAP4",0.16,16.079,0.0157,0.265
"BAI2",0.581,5.509,0.0157,0.266
"C1orf174",0.167,12.44,0.0157,0.266
"ODC1",-0.524,13.537,0.0157,0.266
"GTF2H1",0.193,9.728,0.0158,0.266
"RRM2B",-0.305,7.562,0.0158,0.266
"ATN1",0.603,10.556,0.0158,0.266
"CCL4",0.98,13.098,0.0158,0.266
"WDR33",0.208,10.243,0.0158,0.266
"C16orf72",0.373,10.748,0.0158,0.266
"LOC100130173",0.327,4.749,0.0159,0.267
"C3AR1",0.533,11.043,0.016,0.268
"MRM1",0.346,8.798,0.016,0.268
"C12orf42",-0.417,8.268,0.016,0.268
"CEACAM19",0.441,9.569,0.0161,0.269
"IGHMBP2",0.289,8.508,0.0162,0.27
"PTPN12",-0.341,12.559,0.0162,0.27
"OPN4",0.359,4.87,0.0162,0.27
"STAP1",-0.56,6.212,0.0162,0.27
"TRIM26",0.19,12.546,0.0162,0.27
"CDC42EP1",0.566,8.282,0.0162,0.27
"PIM1",-0.341,13.419,0.0163,0.27
"H2AFY2",-0.463,5.943,0.0163,0.27
"EFR3A",0.188,11.871,0.0163,0.27
"LOC92659",0.778,12.52,0.0163,0.27
"TPK1",0.218,11.172,0.0163,0.27
"RTBDN",0.641,7.704,0.0165,0.272
"SLC9A3R2",0.354,7.891,0.0166,0.273
"MIA3",-0.234,8.597,0.0166,0.274
"LOC729798",-0.14,16.145,0.0167,0.274
"MXI1",-0.301,9.541,0.0167,0.274
"DNAJC24",-0.266,7.61,0.0167,0.274
"ZFR2",0.847,5.564,0.0167,0.274
"ZCCHC3",0.182,10.465,0.0167,0.274
"LOC100128244",0.286,6.55,0.0168,0.274
"BRI3",0.191,16.058,0.0168,0.275
"LOC100133118",0.376,7.381,0.0168,0.275
"ADD3",-0.153,13.598,0.0168,0.275
"KIAA0913",0.378,6.211,0.0169,0.275
"HOXB3",0.435,8.648,0.0169,0.275
"IGFBPL1",0.499,4.062,0.0169,0.275
"C20orf20",0.167,10.107,0.0169,0.275
"NCBP2",-0.156,10.494,0.0169,0.275
"TMEM121",-0.574,10.492,0.0169,0.275
"GRIN1",0.807,12.27,0.017,0.275
"SUMO3",-0.316,10.526,0.017,0.275
"SH3KBP1",-0.155,12.034,0.017,0.276
"ZDHHC6",-0.159,8.346,0.0171,0.276
"TEPP",0.42,7.321,0.0171,0.276
"MINK1",0.279,9.01,0.0171,0.276
"HPDL",-0.312,7.134,0.0172,0.277
"PI3",-0.721,4.76,0.0172,0.277
"TMEM41A",-0.266,6.748,0.0172,0.277
"ALPL",-0.784,4.494,0.0172,0.277
"EXOSC2",-0.255,7.744,0.0173,0.278
"TCL1B",-0.641,7.047,0.0173,0.278
"LOC730392",0.432,6.128,0.0174,0.278
"EYA2",-0.604,3.571,0.0174,0.278
"C15orf62",0.41,5.704,0.0174,0.279
"UPF3B",-0.243,9.357,0.0175,0.279
"LOC100133920",-0.528,4.768,0.0175,0.28
"GRAMD1C",-0.685,6.967,0.0175,0.28
"TIMM9",-0.216,11.903,0.0176,0.28
"LOC728142",-0.312,6.667,0.0176,0.28
"DGKQ",0.328,6.398,0.0176,0.28
"SLC12A3",0.598,4.932,0.0176,0.28
"RLTPR",0.377,7.93,0.0176,0.28
"ACSL6",-0.433,8.084,0.0177,0.28
"MDH1",-0.163,14.028,0.0178,0.281
"CHST12",0.34,11.429,0.0178,0.281
"QRSL1",-0.234,10.129,0.0178,0.281
"TNIK",0.215,9.707,0.0179,0.282
"LYPLAL1",-0.193,10.762,0.0179,0.282
"ERN2",0.519,6.407,0.0179,0.283
"RFC4",-0.168,10.633,0.018,0.283
"PARP1",-0.187,12.377,0.018,0.283
"WDR34",-0.34,8.797,0.018,0.283
"COX6B2",-0.183,5.522,0.018,0.283
"CCDC27",-1.589,4.102,0.018,0.284
"LOC119358",-0.131,13.441,0.0181,0.284
"APH1B",0.236,10.486,0.0181,0.284
"NAPG",-0.172,10.337,0.0181,0.284
"ZNF174",0.404,8.039,0.0182,0.284
"PPP6C",-0.155,11.495,0.0182,0.284
"RPS23",-0.175,16.447,0.0182,0.284
"LUC7L2",-0.295,10.593,0.0182,0.284
"LOC729956",0.634,9.7,0.0182,0.284
"LOC100130564",-0.389,8.275,0.0183,0.284
"GNA13",-0.176,11.189,0.0183,0.284
"RNF40",0.19,9.416,0.0183,0.284
"SMCR5",0.3,8.941,0.0183,0.284
"C11orf86",0.401,3.335,0.0183,0.285
"SERPINB8",0.329,10.92,0.0185,0.286
"EBI3",-0.734,5.959,0.0185,0.286
"PRR17",0.424,9.605,0.0186,0.287
"CYP11B1",0.339,7.611,0.0186,0.287
"E2F4",-0.205,11.097,0.0186,0.287
"GPR177",-0.858,6.415,0.0186,0.287
"LOC728640",-0.206,8.433,0.0186,0.287
"MAML1",0.251,12.077,0.0186,0.287
"GPX5",0.318,4.802,0.0187,0.287
"RAPGEF6",-0.304,8.24,0.0187,0.287
"CSK",-0.183,11.925,0.0187,0.287
"ZFYVE1",0.24,9.369,0.0187,0.287
"CLIC4",-0.434,11.397,0.0187,0.287
"LOC390876",-0.171,14.409,0.0187,0.287
"CP110",-0.177,9.496,0.0188,0.287
"DNAJB12",0.19,11.385,0.0188,0.287
"ZNF329",-0.311,6.347,0.0188,0.287
"PHYHD1",0.351,6.808,0.0188,0.287
"CA1",-1.357,7.029,0.0188,0.287
"MRPL40",-0.159,10.016,0.0189,0.288
"SRM",-0.185,10.762,0.0189,0.288
"PBK",-0.724,4.338,0.0189,0.288
"KCNG1",-0.88,7.226,0.0189,0.288
"ACTR8",0.175,8.899,0.019,0.288
"KRT3",0.339,7.916,0.019,0.288
"TRMT5",-0.203,13.903,0.019,0.288
"ELF4",0.216,13.294,0.019,0.288
"SSPN",-0.717,7.099,0.019,0.288
"YBX1",-0.193,14.557,0.0191,0.288
"MAMLD1",-0.48,5.25,0.0192,0.29
"LOC440461",0.315,14.801,0.0193,0.29
"hCG_21078",-0.246,16.135,0.0193,0.29
"GRM2",-0.768,4.271,0.0193,0.29
"RP11-265F14.2",0.395,4.463,0.0193,0.29
"ECM2",-0.706,3.364,0.0193,0.29
"PRLH",0.233,5.8,0.0193,0.29
