"Gene","logFC","AveExpr","P.Value","adj.P.Val"
"LOC650405",-1.317,10.168,6.93e-06,0.0361
"NUDT4",-0.327,10.927,7.93e-06,0.0361
"BXDC5",-0.434,10.857,9.09e-06,0.0361
"RBM27",-0.551,10.356,1.4e-05,0.0361
"PABPC4",-0.393,8.177,1.63e-05,0.0361
"hCG_19809",-0.392,14.056,1.76e-05,0.0361
"LGTN",-0.37,9.67,1.76e-05,0.0361
"CACYBP",-0.335,11.839,2.1e-05,0.0361
"PPAPDC1B",-0.425,9.431,2.11e-05,0.0361
"RPS27A",-0.26,17.186,2.13e-05,0.0361
"PFDN4",-0.336,9.699,2.72e-05,0.0398
"IL7",-0.678,7.053,2.86e-05,0.0398
"PLXDC1",1.107,9.713,3.04e-05,0.0398
"FNIP2",0.494,8.847,3.42e-05,0.0415
"UFD1L",-0.375,11.466,3.88e-05,0.042
"SNRPE",-0.324,11.663,4.38e-05,0.042
"MDFIC",-0.476,10.296,4.56e-05,0.042
"IGKC",-1.243,10.62,4.65e-05,0.042
"THUMPD1",-0.352,9.925,5.27e-05,0.042
"LSM5",-0.272,11.467,5.27e-05,0.042
"LOC644384",-0.378,14.623,5.37e-05,0.042
"OGFR",0.57,15.139,5.44e-05,0.042
"SUB1",-0.281,13.923,5.75e-05,0.0421
"PTGDS",1.23,12.918,5.95e-05,0.0421
"BMP8B",0.308,17.369,7.02e-05,0.0473
"LOC388401",-0.337,16.061,7.23e-05,0.0473
"CENPH",-0.533,7.436,7.93e-05,0.0499
"PTP4A1",-0.539,11.167,8.83e-05,0.0523
"LOC727842",0.405,9.716,8.92e-05,0.0523
"LOC255783",0.412,16.819,9.3e-05,0.0526
"C15orf29",-0.261,9.91,0.000108,0.0591
"NDUFA1",-0.327,13.649,0.000117,0.0615
"TRA2A",-0.654,8.87,0.000128,0.0615
"CNIH",-0.276,11.815,0.000129,0.0615
"RWDD4A",-0.27,9.255,0.00013,0.0615
"LOC729742",-0.233,15.897,0.000131,0.0615
"LOC729259",-0.281,14.977,0.000136,0.0615
"BCLAF1",-0.268,12.212,0.000138,0.0615
"ATP6V0A2",0.306,9.251,0.000145,0.0615
"LOC642424",-1.144,10.458,0.000147,0.0615
"HCN2",0.312,18.439,0.000149,0.0615
"SMARCC2",0.715,16.652,0.000158,0.0639
"LOC100130332",0.794,7.261,0.000164,0.0646
"LDB2",0.831,3.53,0.000169,0.0651
"TNRC18",0.591,16.712,0.000175,0.0651
"IGBP1",-0.244,12.349,0.000183,0.0651
"FAM30A",-0.835,10.368,0.000183,0.0651
"IGHA1",-1.489,11.8,0.00019,0.0651
"DYRK1A",-0.345,10.249,0.000191,0.0651
"DUX4",0.403,17.053,0.000192,0.0651
"CDH24",0.855,14.791,0.000196,0.0654
"MAD2L1",-0.428,8.444,0.000201,0.0658
"ZNF525",-0.253,14.987,0.000214,0.0664
"SWAP70",-0.416,10.32,0.000214,0.0664
"LOC641298",-0.291,8.841,0.000215,0.0664
"C15orf15",-0.281,12.366,0.000226,0.0664
"RSC1A1",0.285,7.467,0.000232,0.0664
"CKB",0.689,15.635,0.000239,0.0664
"ITGA9",0.497,5.243,0.000242,0.0664
"PPHLN1",-0.271,11.306,0.000247,0.0664
"SNHG10",-0.499,7.787,0.000247,0.0664
"C16orf81",0.887,15.191,0.000251,0.0664
"GPR150",0.693,15.345,0.000252,0.0664
"SVIP",-0.523,7.185,0.000258,0.0664
"KPNB1",0.313,13.708,0.000258,0.0664
"NFE2L1",0.233,17.533,0.000258,0.0664
"ZBTB45",0.298,12.169,0.000275,0.0688
"CLEC16A",-0.198,10.099,0.000283,0.0688
"GOLSYN",-1.283,4.291,0.000284,0.0688
"FOXQ1",0.381,16.379,0.00029,0.0688
"BTNL8",-1.676,4.187,0.000291,0.0688
"MAP3K7IP3",-0.379,7.872,0.000294,0.0688
"FAM129B",0.484,16.879,0.000296,0.0688
"PROK2",-1.139,10.316,0.000305,0.0693
"C1orf162",0.354,14.513,0.000306,0.0693
"RTN3",0.793,16.155,0.000316,0.0705
"SNRPF",-0.276,13.412,0.000319,0.0705
"C7orf30",-0.272,10.135,0.000329,0.0716
"RPL11",-0.198,17.511,0.000339,0.0729
"CRTC1",0.269,18.262,0.000349,0.0729
"C1orf38",0.364,15.718,0.000353,0.0729
"LCE5A",0.314,17.269,0.000357,0.0729
"LOC649839",-0.319,14.497,0.000362,0.0729
"IGLL1",-1.093,12.753,0.00037,0.0729
"C13orf37",-0.301,9.113,0.00037,0.0729
"C11orf16",0.523,6.003,0.000372,0.0729
"LOC152217",-0.335,13.905,0.000376,0.0729
"LOC441896",-0.337,15.639,0.000378,0.0729
"LOC284542",0.955,14.459,0.000389,0.0742
"LYRM5",-0.384,7.552,0.000423,0.0794
"LOC729449",-0.443,15.434,0.000425,0.0794
"PARP10",0.347,17.707,0.000431,0.0796
"VRK1",-0.326,9.992,0.00044,0.0799
"CASKIN1",0.272,17.19,0.000444,0.0799
"LOC100131606",-1.498,6.637,0.000449,0.0799
"IGLL3",-1.114,12.869,0.000459,0.0799
"OLFML1",0.592,4.374,0.000461,0.0799
"MYO1D",-0.549,6.375,0.000461,0.0799
"NPAS3",0.812,15.746,0.00048,0.0822
"IRF4",-0.498,7.902,0.000488,0.0822
"GTF3C6",-0.285,13.403,0.000488,0.0822
"FHIT",0.376,17.232,5e-04,0.0825
"UBQLN2",-0.27,10.399,5e-04,0.0825
"RCOR2",0.322,17.947,0.000519,0.0848
"BEND5",-0.617,7.154,0.000525,0.0848
"LOC100130233",-0.377,12.584,0.000539,0.0848
"LOC392522",-0.303,14.362,0.000541,0.0848
"SSH3",0.298,11.255,0.000543,0.0848
"VPREB3",-0.846,8.64,0.000544,0.0848
"PCDHA8",0.71,6.315,0.000551,0.085
"WDR43",-0.325,8.537,0.000555,0.085
"MOBKL2B",-0.425,8.609,0.000563,0.085
"FBXL17",0.727,15.828,0.000565,0.085
"BCAR4",0.779,3.603,0.000585,0.086
"PRNP",0.292,18.392,0.000586,0.086
"C1QBP",-0.224,13.444,0.000587,0.086
"LOC100129292",0.468,9.842,0.000597,0.086
"LOC100128836",-0.418,12.666,0.000602,0.086
"MTX3",-1.5,5.371,0.000609,0.086
"PARD6G",0.662,15.473,0.000619,0.086
"TMEM175",0.592,14.374,0.00062,0.086
"MRPL1",-0.315,7.791,0.00062,0.086
"CD300E",1.352,7.657,0.000631,0.086
"PRR5",0.42,16.867,0.000637,0.086
"ACP1",-0.244,11.604,0.000643,0.086
"TMEM154",-0.301,10.614,0.00065,0.086
"FLJ10490",0.35,17.049,0.000652,0.086
"LOC100131176",-0.915,6.016,0.000656,0.086
"IGHG1",-1.032,8.646,0.000659,0.086
"BCAS2",-0.301,11.068,0.00066,0.086
"TOMM5",-0.182,12.454,0.000663,0.086
"LOC100132941",-0.853,8.957,0.00067,0.0863
"RAVER1",0.919,12.931,0.000677,0.0865
"RNF38",-0.359,9.682,0.000689,0.0873
"IMMP2L",-0.571,7.932,0.000698,0.0878
"C11orf46",-0.532,9.477,0.00071,0.0881
"IFITM5",0.63,16.3,0.000715,0.0881
"FAM46C",-1.054,8.317,0.000716,0.0881
"LOC442245",1.132,3.85,0.000726,0.0887
"FCRL2",-1.046,8.076,0.000739,0.0892
"KRTAP4-1",0.651,14.324,0.000747,0.0892
"FAM57B",0.432,5.334,0.000757,0.0892
"TNFRSF17",-1.192,9.039,0.000758,0.0892
"SGCE",-1.232,5.794,0.00076,0.0892
"LOC390282",-0.235,13.037,0.000762,0.0892
"ENAH",-1.154,3.748,0.000775,0.0893
"ACAD8",-0.32,8.362,0.000775,0.0893
"PAK4",0.461,6.833,0.000782,0.0893
"LOC339344",0.773,15.353,0.000788,0.0893
"KIAA0746",-0.43,11.793,0.000796,0.0893
"P2RY10",-0.483,7.435,0.000797,0.0893
"MOBKL3",-0.244,10.48,8e-04,0.0893
"HPRT1",-0.285,10.813,0.000809,0.0893
"C18orf23",0.515,16.68,0.000817,0.0893
"XRCC3",0.377,5.605,0.00082,0.0893
"C9orf41",-0.694,6.686,0.000827,0.0893
"ZNF579",0.402,16.575,0.000842,0.0893
"LOC401717",-0.42,13.502,0.000843,0.0893
"SOX1",0.797,14.513,0.000848,0.0893
"LOC732215",-1.198,5.787,0.000862,0.0893
"LOC25845",-0.353,9.262,0.000864,0.0893
"RPL9",-0.205,17.355,0.000867,0.0893
"BCAM",0.293,18.264,0.000875,0.0893
"SFRS14",0.24,9.909,0.000875,0.0893
"TLK2",0.307,8.963,0.000879,0.0893
"HSPB9",0.821,9.265,0.00088,0.0893
"TSPAN10",0.64,15.379,0.000884,0.0893
"CACNA1I",0.43,16.491,0.000886,0.0893
"KIAA2022",-1.111,4.075,0.000889,0.0893
"PHOX2A",0.405,16.506,0.000897,0.0896
"RASGRP3",-0.662,6.766,0.000907,0.0897
"IGK@",-1.072,12.373,0.000915,0.0897
"SCYL1",0.198,14.077,0.000923,0.0897
"TRPM6",-1.565,3.82,0.000928,0.0897
"LOC391132",-0.258,11.827,0.000939,0.0897
"SLC35F2",-0.369,8.05,0.00095,0.0897
"NEIL1",0.575,10.677,0.000951,0.0897
"DKFZP564O0823",-0.891,6.415,0.00096,0.0897
"HNRNPA1L2",-0.25,15.755,0.000964,0.0897
"MBTPS1",-0.215,11.288,0.000973,0.0897
"SERPINF2",0.777,4.009,0.00098,0.0897
"HES7",0.269,17.29,0.00098,0.0897
"LOC100131699",0.437,7.238,0.000981,0.0897
"ARHGAP1",0.221,14.323,0.000982,0.0897
"KLF16",0.528,16.121,0.000988,0.0897
"AGAP3",0.822,15.226,0.000993,0.0897
"TNXB",1.012,13.468,0.000997,0.0897
"PKN2",0.317,18.034,0.000999,0.0897
"HBQ1",-1.265,9.324,0.001,0.0897
"SKP1",-0.215,14.406,0.00101,0.0897
"IRX3",1.067,12.497,0.00102,0.0897
"ZNF385A",0.327,11.879,0.00102,0.0897
"RWDD3",-0.419,10.324,0.00102,0.0897
"KLK3",0.719,16.16,0.00103,0.0897
"LRRC23",-0.517,7.794,0.00103,0.0897
"ZFPM1",0.375,15.064,0.00104,0.0897
"DUX3",-0.898,3.532,0.00104,0.0897
"CAMLG",-0.224,12.441,0.00106,0.0898
"LOC401397",-0.283,10.918,0.00106,0.0898
"PEG10",-0.797,3.438,0.00106,0.0898
"RYR1",-0.607,6.753,0.00106,0.0898
"SSR3",-0.365,9.846,0.00107,0.0903
"GOLGA9P",0.582,9.03,0.00111,0.0925
"PL-5283",-0.608,7.721,0.00111,0.0927
"LOC390183",-0.552,12.853,0.00112,0.0927
"RPL37A",-0.238,17.237,0.00113,0.0927
"TMEM158",0.339,16.143,0.00113,0.0927
"CIT",-0.391,6.826,0.00114,0.0932
"SHOX2",0.513,4.259,0.00116,0.0934
"MLL3",0.284,17.34,0.00117,0.0934
"BARD1",0.305,8.892,0.00117,0.0934
"ATP6V0E2",-0.44,8.205,0.00117,0.0934
"GPR153",0.411,16.76,0.00118,0.0934
"IGKV1-5",-1.09,9.345,0.00118,0.0934
"CDKN1B",-0.368,11.46,0.00118,0.0934
"LASS6",0.325,11.334,0.00119,0.0934
"C4orf15",-0.391,9.267,0.0012,0.0942
"FLJ22184",0.45,16.49,0.00123,0.0962
"SERTAD1",0.281,12.406,0.00124,0.0963
"CADM3",0.982,9.017,0.00126,0.0968
"DKFZP434A062",0.655,4.39,0.00127,0.0968
"TAF9",-0.238,11.496,0.00128,0.0968
"ZNF707",0.321,9.77,0.00128,0.0968
"SLA",0.606,13.841,0.00128,0.0968
"C1orf186",-1.2,6.54,0.0013,0.0978
"POU2AF1",-0.815,12.146,0.00134,0.1
"C14orf4",0.479,8.368,0.00134,0.1
"KLHL14",-1.24,4.569,0.00134,0.1
"SKP2",-0.287,8.622,0.00136,0.101
"SFRS10",-0.268,13.616,0.00137,0.101
"CCAR1",-0.31,10.257,0.00137,0.101
"ABCB9",-1.047,4.703,0.00138,0.101
"NYX",0.558,9.329,0.00141,0.103
"TMEM77",-0.312,11.533,0.00142,0.103
"SPHK2",0.295,11.589,0.00143,0.103
"EAF2",-0.43,11.232,0.00144,0.103
"CYP3A43",0.562,5.139,0.00144,0.103
"RPL30",-0.181,16.798,0.00146,0.104
"CTBP2",0.347,13.906,0.00146,0.104
"RBM38",-0.378,11.677,0.00147,0.104
"FAM49A",0.361,11.107,0.00149,0.104
"MLX",0.23,10.613,0.0015,0.104
"ANP32E",-0.319,9.931,0.00151,0.104
"LOC652494",-0.93,9.542,0.00152,0.104
"C1orf128",-0.339,8.616,0.00153,0.104
"IQSEC2",0.619,13.078,0.00153,0.104
"TRAPPC2",-0.41,9.165,0.00153,0.104
"HRSP12",-0.275,8.555,0.00153,0.104
"DHX33",0.251,8.028,0.00154,0.104
"FXR1",-0.165,12.499,0.00154,0.104
"KIAA0125",-0.761,7.312,0.00155,0.105
"KLHL25",0.464,9.873,0.00156,0.105
"LOC100132761",0.359,7.297,0.00158,0.106
"SNX26",0.448,17.273,0.0016,0.107
"PLDN",-0.393,10.221,0.0016,0.107
"GFOD1",0.622,11.969,0.00164,0.108
"IL17RE",0.532,6.426,0.00164,0.108
"ARID5A",0.248,11.892,0.00164,0.108
"FA2H",-0.973,5.269,0.00165,0.108
"C13orf1",-0.582,6.165,0.00167,0.109
"PTBP1",-0.529,7.524,0.00168,0.109
"CYB5R3",0.6,16.422,0.00169,0.109
"PAWR",-0.689,6.966,0.00171,0.109
"MEX3D",0.365,16.124,0.00171,0.109
"LOC401650",0.419,16.425,0.00171,0.109
"PRICKLE3",0.456,6.608,0.00171,0.109
"C5orf28",-0.267,8.292,0.00173,0.11
"LOC647157",-1.052,3.618,0.00173,0.11
"HOXA3",0.244,18.207,0.00174,0.11
"CACNG6",-1.677,6.656,0.00177,0.111
"HCN4",0.374,17.402,0.00177,0.111
"RNPEP",0.286,10.186,0.00177,0.111
"TPSG1",0.476,17.189,0.00178,0.111
"KCNH8",-0.906,5.748,0.0018,0.111
"SNRPN",-0.335,10.602,0.00183,0.113
"C6orf120",0.206,8.623,0.00184,0.113
"TAOK2",0.464,8.886,0.00185,0.113
"LOC728179",-0.19,16.353,0.00188,0.115
"LOC92249",0.923,13.442,0.00189,0.115
"RRS1",-0.186,11.272,0.00191,0.115
"NUP88",-0.192,10.448,0.00192,0.115
"PRRC1",-0.378,9.227,0.00192,0.115
"SBK1",0.394,5.683,0.00192,0.115
"LOC100134229",-0.398,7.117,0.00193,0.115
"FKBP3",-0.195,12.168,0.00194,0.116
"LCE1D",0.63,16.099,0.00196,0.116
"LONRF3",0.416,7.229,0.00198,0.116
"CILP2",0.331,5.098,0.00198,0.116
"CNIH2",0.576,7.535,0.00198,0.116
"LOC439951",0.704,15.189,0.00199,0.116
"NT5E",-0.759,7.005,0.00202,0.117
"DPF3",-0.618,7.051,0.00203,0.117
"NUDT9",-0.309,10.07,0.00203,0.117
"MICAL3",-0.464,8.365,0.00203,0.117
"RPS18",-0.181,17.323,0.00203,0.117
"NDOR1",0.603,16.467,0.00204,0.117
"RPL22",-0.368,15.085,0.00205,0.117
"RPL5",-0.168,16.842,0.00207,0.118
"COX6A2",0.67,16.225,0.00208,0.118
"ATP5F1",-0.238,13.044,0.00209,0.118
"DLGAP3",0.578,15.732,0.00211,0.118
"CMPK1",-0.28,11.274,0.00211,0.118
"JMJD2C",-0.2,10.431,0.00211,0.118
"LOC643981",-0.387,12.268,0.00211,0.118
"BHLHE22",0.409,6.155,0.00212,0.118
"SIK1",0.593,15.862,0.00215,0.118
"LOC100132779",0.489,7.006,0.00216,0.118
"OR52K2",0.795,6.17,0.00216,0.118
"RPL18",-0.164,16.654,0.00217,0.118
"ACTRT2",-1.211,3.855,0.00218,0.118
"MEG3",0.427,9.062,0.00219,0.118
"RIPK1",0.213,9.395,0.00219,0.118
"BLNK",-0.659,7.187,0.00219,0.118
"GATA2",-0.951,7.343,0.00219,0.118
"SEC11C",-0.273,12.891,0.0022,0.118
"PKIG",-0.622,8.251,0.0022,0.118
"IQSEC1",0.285,11.161,0.0022,0.118
"RBM35B",0.381,6.09,0.00221,0.118
"LCE1C",0.723,13.382,0.00224,0.119
"ZNF251",-0.376,6.98,0.00228,0.121
"UQCRB",-0.255,12.787,0.00229,0.121
"RNF182",-1.123,3.782,0.00231,0.122
"LRRN2",0.364,7.128,0.00232,0.122
"FBLIM1",0.703,7.019,0.00234,0.123
"MED30",-0.292,9.035,0.00235,0.123
"RAB30",-0.53,5.833,0.00237,0.123
"RPL29P2",-0.314,12.486,0.00238,0.123
"NEUROG3",0.822,13.004,0.00238,0.123
"LOC641746",-0.217,7.896,0.0024,0.124
"PM20D2",-0.3,8.822,0.00244,0.125
"MYH14",0.956,11.231,0.00244,0.125
"DENR",-0.216,10.178,0.00245,0.125
"USP13",-0.354,7.332,0.00248,0.127
"IGKV2-24",-0.979,6.154,0.0025,0.127
"SDCCAG10",-0.219,10.505,0.0025,0.127
"FBXO17",0.75,11.893,0.00251,0.127
"TREM2",0.941,3.869,0.00252,0.127
"COMMD6",-0.191,14.629,0.00253,0.127
"CARD9",0.327,12.637,0.00254,0.127
"BRUNOL4",0.284,7.282,0.00262,0.131
"FCRLB",0.571,15.457,0.00264,0.131
"COX6C",-0.202,13.471,0.00264,0.131
"UBE2J1",-0.386,9.424,0.00265,0.131
"TTBK1",0.475,7.267,0.00266,0.131
"HNRNPK",-0.262,12.951,0.00267,0.132
"UFM1",-0.284,8.408,0.00268,0.132
"HSP90AB1",-0.287,11.8,0.00271,0.132
"EPM2AIP1",-0.248,10.12,0.00271,0.132
"C20orf7",-0.307,8.727,0.00272,0.132
"ZNF277",-0.282,10.384,0.00272,0.132
"SYN1",0.766,14.57,0.00274,0.133
"CNTNAP2",-1.548,7.376,0.00277,0.134
"TMOD3",-0.228,9.065,0.00278,0.134
"FLJ45717",0.922,11.923,0.00282,0.136
"LOC100134331",-0.843,8.295,0.00285,0.136
"KIAA1602",0.32,11.495,0.00286,0.136
"PRDM4",-0.172,9.564,0.00287,0.136
"MGC45922",0.911,12.7,0.00287,0.136
"LOC727865",-0.172,17.14,0.00288,0.136
"SEMA6B",0.714,7.635,0.0029,0.137
"B3GALNT1",0.292,6.725,0.00291,0.137
"CD97",0.241,15.573,0.00291,0.137
"RPS6KA1",0.241,12.589,0.00292,0.137
"WNT6",0.337,16.565,0.00293,0.137
"LMAN1",-0.532,7.865,0.00294,0.137
"LOC728971",-0.16,16.815,0.00295,0.137
"SNX19",0.247,8.969,0.00296,0.137
"PLXNA4",0.985,5.075,0.00298,0.137
"HBA2",-1.614,15.551,0.00298,0.137
"PPA1",-0.433,11.967,0.00298,0.137
"LOC100130958",0.949,15.837,0.00299,0.137
"IGLV6-57",-0.694,8.571,0.00301,0.137
"TAF1D",-0.29,10.793,0.00302,0.137
"BAG3",-0.397,8.476,0.00302,0.137
"DUSP12",-0.235,12.042,0.00303,0.137
"EIF3E",-0.205,15.049,0.00304,0.137
"TPBG",1.085,4.183,0.00304,0.137
"VBP1",-0.305,8.297,0.00313,0.141
"UCHL3",-0.208,10.681,0.00314,0.141
"EVX1",0.855,11.416,0.00318,0.142
"KCTD5",0.252,10.688,0.00318,0.142
"LOC653314",-0.174,17.083,0.00319,0.142
"PPCS",-0.183,12.578,0.0032,0.142
"HBA1",-1.606,15.535,0.0032,0.142
"DUSP7",0.486,6.059,0.00323,0.142
"COL20A1",0.455,6.344,0.00323,0.142
"OSBPL5",0.503,13.549,0.00323,0.142
"PERP",-0.602,7.92,0.00325,0.142
"PPP3CC",-0.323,12.135,0.00325,0.142
"IL29",0.838,4.321,0.00325,0.142
"LOC158345",-0.321,14.851,0.0033,0.143
"CLC",-1.647,9.195,0.00331,0.143
"ADAM6",0.596,3.658,0.00334,0.144
"SFN",0.642,4.409,0.00335,0.144
"DOK3",0.315,12.918,0.00337,0.144
"MGC4771",0.32,6.145,0.00338,0.144
"SNTB2",0.313,10.714,0.00339,0.144
"DHX8",0.24,10.704,0.00339,0.144
"ZDHHC5",0.213,10.733,0.00339,0.144
"LBX1",0.21,17.35,0.0034,0.144
"ZFYVE26",0.35,11.425,0.00341,0.144
"HBD",-1.72,14.665,0.00342,0.144
"ATAD3C",0.557,12.106,0.00343,0.144
"PRKRA",-0.241,10.261,0.00343,0.144
"ZAK",-0.313,9.601,0.00344,0.144
"MGAT1",0.249,13.813,0.00347,0.145
"SPTY2D1",-0.5,7.426,0.00347,0.145
"CDKN3",-0.521,7.146,0.00349,0.145
"ABCD4",-0.231,9.679,0.0035,0.145
"MEF2D",0.466,10.517,0.00351,0.145
"LOC100130892",-0.176,16.579,0.00353,0.146
"COL13A1",1.298,6.143,0.00353,0.146
"EBF4",0.55,10.414,0.00356,0.146
"MOP-1",0.992,9.683,0.00359,0.147
"WFIKKN1",0.789,6.253,0.00361,0.148
"ARRDC3",-0.411,10.199,0.00362,0.148
"FAM100A",0.214,8.927,0.00362,0.148
"LHX1",0.599,9.048,0.00364,0.148
"IGH@",-1.205,14.146,0.00366,0.148
"NDUFS7",0.224,14.514,0.00367,0.149
"C17orf45",-0.225,14.794,0.00372,0.15
"DNM1P35",0.245,17.857,0.00372,0.15
"LOC646949",-0.522,15.378,0.00373,0.15
"CAMTA2",0.27,7.088,0.00375,0.15
"TMEM131",0.173,9.778,0.00376,0.15
"N4BP2",-0.361,8.908,0.00377,0.15
"ZNF526",0.337,9.275,0.00377,0.15
"MAGEF1",-0.329,10.199,0.00379,0.15
"SLC27A1",0.318,12.735,0.00381,0.151
"GALR3",0.472,16.048,0.00381,0.151
"ATP9B",-0.251,9.368,0.00387,0.153
"EDEM1",-0.27,9.771,0.0039,0.153
"ANKFY1",0.334,9.751,0.0039,0.153
"LRRC4",-0.858,5.261,0.00396,0.155
"CMAH",-0.375,8.007,0.00396,0.155
"RPL23A",-0.184,17.831,0.004,0.156
"SFMBT2",0.759,3.918,0.00402,0.156
"SYNCRIP",-0.316,12.747,0.00404,0.156
"STRAP",-0.161,13.582,0.00404,0.156
"LRRC33",0.367,8.03,0.00407,0.157
"ELL3",-0.483,6.9,0.00409,0.157
"SF3A2",0.751,13.687,0.00409,0.157
"LOC440419",0.323,6.988,0.00413,0.157
"ZNF35",0.376,5.837,0.00413,0.157
"HGSNAT",0.231,12.216,0.00413,0.157
"ZAN",0.371,4.971,0.00414,0.157
"EEF1B2",-0.15,16.81,0.00414,0.157
"SELENBP1",-1.969,8.107,0.00415,0.157
"NFATC2",0.653,5.605,0.00415,0.157
"PAFAH2",0.39,8.796,0.00416,0.157
"FCRL1",-0.727,6.947,0.00416,0.157
"TCHP",0.253,8.814,0.00417,0.157
"ASCL5",0.653,7.542,0.00418,0.157
"C1orf190",-0.935,3.724,0.00424,0.158
"USP6NL",-0.469,7.283,0.00424,0.158
"LOC100128079",0.464,5.667,0.0043,0.16
"LOC728820",-0.259,12.447,0.00432,0.16
"CDC42SE1",0.265,12.067,0.00432,0.16
"IPO5",-0.199,9.531,0.00437,0.161
"CASP10",0.366,10.671,0.00437,0.161
"AMN",0.707,9.956,0.00438,0.161
"HSPA9",-0.237,10.487,0.00441,0.162
"QDPR",-0.355,9.46,0.00442,0.162
"UTS2R",0.527,15.385,0.00442,0.162
"LGALS9C",0.363,15.628,0.00446,0.163
"C22orf15",0.276,6.961,0.00452,0.164
"CCR3",-1.364,6.566,0.00452,0.164
"SMC5",-0.268,10.972,0.00453,0.164
"CAPZA2",-0.414,11.18,0.00453,0.164
"CSRNP2",0.292,8.633,0.00453,0.164
"SCRN3",-0.382,8.39,0.00455,0.164
"IRX4",0.871,9.702,0.00456,0.164
"LRRC37B2",0.24,9.086,0.00458,0.164
"SQLE",-0.483,8.982,0.00459,0.164
"BCAS4",0.55,8.73,0.00462,0.165
"KIAA1530",0.314,7.192,0.00463,0.165
"SH3BP1",0.292,8.935,0.00464,0.165
"SENP3",-0.357,10.024,0.00467,0.165
"HNRNPH3",-0.275,11.731,0.00467,0.165
"BOLA3",-0.224,11.051,0.00467,0.165
"GNB5",-0.503,7.853,0.00469,0.166
"EPB42",-2.011,6.388,0.00471,0.166
"KIAA1618",0.295,13.576,0.00473,0.166
"PRSS3",-1.199,4.923,0.00474,0.166
"RPIA",-0.221,12.873,0.00474,0.166
"SFRS2B",-0.293,11.291,0.00475,0.166
"PPAPDC3",0.474,8.211,0.00478,0.166
"DHX40",-0.429,5.243,0.00478,0.166
"TBC1D10B",0.344,13.387,0.00481,0.167
"GRIN2D",0.495,15.636,0.00482,0.167
"CACNB3",0.729,8.396,0.00482,0.167
"MYSM1",-0.421,6.544,0.0049,0.169
"CACNA1E",1.026,12.916,0.00492,0.169
"C6orf173",-0.37,9.614,0.00498,0.171
"TFB1M",0.248,9.81,0.00498,0.171
"THOC7",-0.168,11.449,0.00506,0.173
"GLO1",-0.293,7.986,0.00506,0.173
"KRT8",0.321,9.316,0.00508,0.173
"HNRNPA2B1",-0.294,12.145,0.00509,0.173
"PDCD6",-0.199,13.353,0.0051,0.173
"CD4",0.358,13.924,0.00511,0.173
"C9orf167",0.37,12.963,0.00514,0.173
"CD22",-0.711,7.884,0.00514,0.173
"LOC220594",-0.684,7.478,0.00515,0.173
"SEC61G",-0.253,10.652,0.00515,0.173
"C19orf31",0.655,13.716,0.00521,0.175
"CCNB1",-0.37,7.544,0.00521,0.175
"NDUFS6",-0.189,12.615,0.00523,0.175
"GSTM4",0.584,7.503,0.00524,0.175
"TBX19",0.227,8.713,0.00525,0.175
"SOX3",0.309,16.503,0.00528,0.175
"GSR",0.343,9.957,0.00528,0.175
"LOC100131419",0.767,4.99,0.00528,0.175
"SSBP1",-0.224,11.225,0.00531,0.175
"LEMD2",0.169,11.984,0.00531,0.175
"RBM12B",-0.444,7.818,0.00537,0.176
"ALDOA",0.436,16.03,0.00537,0.176
"LOC391504",-0.168,15.603,0.00537,0.176
"NOTCH3",0.457,3.646,0.0054,0.177
"DAB1",0.309,5.734,0.00541,0.177
"DDX50",-0.192,12.095,0.00542,0.177
"FOXD3",0.37,9.73,0.00543,0.177
"EPR1",-1.528,4.409,0.00544,0.177
"PTMS",0.911,11.839,0.00545,0.177
"LOC286434",-0.549,8.354,0.00548,0.177
"DRD4",0.214,18.578,0.00549,0.177
"LOC100131289",-0.85,5.145,0.00553,0.178
"BBC3",0.194,17.994,0.00557,0.179
"MATR3",-0.234,11.021,0.0056,0.179
"ZNF121",-0.604,5.247,0.0056,0.179
"GCS1",0.229,13.421,0.00563,0.18
"SMARCB1",-0.272,8.027,0.00565,0.18
"CASKIN2",0.322,6.434,0.00565,0.18
"NDUFC2",-0.236,13.666,0.00566,0.18
"CECR1",0.33,10.893,0.00567,0.18
"FGFR1OP",-0.253,8.229,0.00567,0.18
"E2F6",0.306,9.523,0.0057,0.18
"RPP40",-0.178,9.36,0.00571,0.18
"TACC1",0.311,12.986,0.00572,0.18
"ARL5A",-0.231,10.715,0.00573,0.18
"ZNF575",0.87,13.267,0.00575,0.18
"ANKRD27",0.249,9.44,0.00576,0.18
"PTPLAD2",-0.288,11.598,0.00577,0.18
"SLC17A7",0.481,7.256,0.0058,0.181
"RCC1",0.306,6.958,0.00582,0.181
"LOC645000",-0.267,14.976,0.00583,0.181
"RFX5",-0.204,9.776,0.00585,0.181
"RWDD2A",-0.352,7.499,0.00585,0.181
"REEP3",0.342,10.549,0.00586,0.181
"OSBPL10",-0.808,8.116,0.00587,0.181
"SLC34A3",0.776,11.23,0.00588,0.181
"P2RX3",0.481,5.322,0.00588,0.181
"SURF6",-0.256,8.909,0.00592,0.181
"EVPL",0.383,9.708,0.00592,0.181
"CLIC3",0.714,10.266,0.00593,0.181
"MGC4473",0.507,7.597,0.00594,0.181
"COPB1",0.181,10.524,0.00598,0.182
"LOC728449",0.632,12.388,0.006,0.182
